gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
416536941	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10105				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.569Z		
416536940	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10106				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.569Z		
416536939	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10107				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.569Z		
416536938	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10108				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.570Z		
416536937	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10109				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.570Z		
416536936	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR		Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10110				CC_BY_4_0		Gardner, A.L.			2020-10-07T12:54:11.570Z		
416536935	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O10111				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.570Z		
416536920	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Sarapiqui Finca La Selva	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12231				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.570Z		
416536919	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Puerto Viejo 1 mi SE	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12232				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.570Z		
416536918	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Puerto Viejo 2 km SW	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12233				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.570Z		
416536917	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Puerto Viejo 2 km SW	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12234				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.570Z		
416536916	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Puerto Viejo 2 km SW	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12235				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.572Z		
416536915	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Puerto Viejo 2 km SW	Heredia	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12236				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.571Z		
416536914	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Plantanares 1 mi SE	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12237				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.572Z		
416536913	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12238				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536912	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12239				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536911	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12240				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536910	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12241				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536909	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12242				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536908	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12243				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536907	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12244				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536906	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12245				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536905	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12246				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536904	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12247				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536903	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12248				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536902	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12249				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536901	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12250				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.572Z		
416536900	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12251				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.571Z		
416536899	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12252				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536898	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12253				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536897	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12254				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536896	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12255				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.476Z		
416536895	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12256				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536894	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12257				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536893	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12258				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536892	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12259				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536891	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12260				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536890	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12261				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.475Z		
416536889	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12262				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.476Z		
416536888	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12263				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.477Z		
416536887	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12264				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.476Z		
416536886	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Helechales	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12265				CC_BY_4_0		Fiala, Elsie			2020-10-07T12:54:11.477Z		
416536885	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Volcan 1 mi W	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12266				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536884	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Palmar Sur 13 km S; near Sierpe	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12267				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536883	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Palmar Sur 13 km S	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12268				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536882	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Palmar Sur 13 km S	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12269				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.476Z		
416536881	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Palmar Sur 13 km S	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12270				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536880	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Peninsula de Osa Rincon	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12271				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536879	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Peninsula de Osa Rincon	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12272				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.478Z		
416536878	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Peninsula de Osa Rincon	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12273				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.478Z		
416536877	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Peninsula de Osa Rincon	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12274				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.477Z		
416536876	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Peninsula de Osa Rincon	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12275				CC_BY_4_0		Kiff, Lloyd F.			2020-10-07T12:54:11.478Z		
416536875	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Canas (Guanacaste) 25 km N; Zapote de Upala	Alajuela	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O12713				CC_BY_4_0		Marin, Manuel			2020-10-07T12:54:11.478Z		
416536872	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Canas (Guanacaste) 45 km NE; Cerro Montezuma	Alajuela	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O13176				CC_BY_4_0		Marin, Manuel			2020-10-07T12:54:11.478Z		
416536871	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Cerro Montezuma Canas (Guanacaste) 45 km NE	Alajuela	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O13177				CC_BY_4_0		Stolzenburg, K.			2020-10-07T12:54:11.477Z		
