"species","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope"
"diastema","Dd_AguaBuena_01.wav",2,0.1193652974,3.50464037205169,0.450040556865935,3.3659217877095,3.26536312849162,3.56703910614525,0.301675977653631,5.93028845562894,44.3503842939348,0.775327146475143,0.251944360103027,3.25698324022346,3.50464037205169,3.20026595744681,3.3247265625,2.1533203125,4.7373046875,2.583984375,0.258333333333333,2.1533203125,4.7373046875,21.6477018973188
"diastema","Dd_AguaBuena_01.wav",3,0.1176419382,3.50979032151199,0.467531006595724,3.38068181818182,3.25284090909091,3.60227272727273,0.349431818181818,6.83446047611029,61.8643884236764,0.798473782497554,0.297094220784134,3.25284090909091,3.50979032151199,3.20712187737961,3.28166015625,3.1869140625,3.48837890625,0.30146484375,0.25,3.48837890625,3.1869140625,-2.56256270818564
"diastema","Dd_AguaBuena_01.wav",4,0.120272328499999,3.4832256223215,0.460520508322393,3.30833333333333,3.24166666666667,3.55833333333333,0.316666666666667,7.29840981064893,66.8090721655412,0.77539274251706,0.278796643359188,3.25,3.4832256223215,3.16781674208145,3.22998046875,3.1869140625,3.273046875,0.0861328124999998,0.25,3.273046875,3.1869140625,-0.716148207773335
"diastema","Dd_AguaBuena_01.wav",6,0.124353968599998,3.48388519391282,0.500291372024597,3.26612903225806,3.21774193548387,3.54032258064516,0.32258064516129,8.60393040207349,91.6295849016886,0.760123716513983,0.255780841945132,3.2258064516129,3.48388519391282,3.1626493579408,3.24720703125,3.1869140625,3.40224609375,0.21533203125,0.25,3.40224609375,3.1869140625,-1.73160562283819
"diastema","Dd_AguaBuena_01.wav",7,0.121179359700001,3.40972315113824,0.428725668908254,3.22314049586777,3.21487603305785,3.48760330578512,0.272727272727273,10.485171621345,122.214040703522,0.693732750590827,0.229867560663775,3.21487603305785,3.40972315113824,3.1688622754491,3.24720703125,3.14384765625,3.48837890625,0.34453125,0.25,3.48837890625,3.14384765625,-2.84315126646107
"diastema","Dd_AguaBuena_01.wav",8,0.115011547999998,3.4054016495841,0.422934057572912,3.21739130434783,3.2,3.49565217391304,0.295652173913043,9.03837108948407,92.7717689905187,0.697688393169618,0.218835900667117,3.20869565217391,3.4054016495841,0.0434739747634069,3.2622802734375,3.1869140625,3.48837890625,0.30146484375,0.333333333333333,3.48837890625,3.1869140625,-2.62117021283814
"diastema","Dd_AguaBuena_01.wav",9,0.119274594299998,3.41276496675844,0.435775509791407,3.22689075630252,3.21008403361345,3.49579831932773,0.285714285714286,8.94671481111441,90.4235689350551,0.698108987245483,0.22893790364372,3.21008403361345,3.41276496675844,3.19675028111379,3.24720703125,3.1869140625,3.48837890625,0.30146484375,0.25,3.48837890625,3.1869140625,-2.52748580298465
"diastema","Dd_AguaBuena_01.wav",10,0.122812015699999,3.40365527736824,0.421798081530879,3.22282608695652,3.19836956521739,3.51630434782609,0.317934782608696,7.82799393838381,69.8502713360377,0.717297569634551,0.236852056044415,3.20652173913044,3.40365527736824,3.19187592319055,3.24720703125,3.1869140625,3.48837890625,0.30146484375,0.25,3.48837890625,3.1869140625,-2.45468525234866
"diastema","Dd_AguaBuena_02.wav",1,0.1160092237,3.56135669193597,0.400294694388637,3.42651296829971,3.40922190201729,3.59942363112392,0.190201729106628,9.12278532810207,96.3980876866188,0.729891606815848,0.254137044720857,3.40922190201729,3.56135669193597,3.39032105619839,3.423779296875,3.40224609375,3.48837890625,0.0861328124999998,0.333333333333333,3.48837890625,3.40224609375,-0.742465208824597
"diastema","Dd_AguaBuena_02.wav",2,0.1062132923,3.569067496517,0.387436377309525,3.43396226415094,3.39622641509434,3.63207547169811,0.235849056603774,7.5655234543532,70.0875344691603,0.744576466023631,0.239497601653922,3.39622641509434,3.569067496517,3.38288956210592,3.4345458984375,3.3591796875,3.57451171875,0.21533203125,0.4,3.57451171875,3.40224609375,-1.62188386471851
"diastema","Dd_AguaBuena_02.wav",3,0.106031886199997,3.54115048521438,0.369029810365967,3.4006309148265,3.38170347003155,3.62776025236593,0.246056782334385,9.32621119960464,98.4610695368859,0.700669568058141,0.227460454274829,3.38170347003155,3.54115048521438,0.0188784523577202,3.423779296875,3.3591796875,3.617578125,0.2583984375,0.333333333333333,3.617578125,3.3591796875,-2.43698803030449
"diastema","Dd_AguaBuena_02.wav",4,0.120272267899999,3.52458432060769,0.377191631816396,3.38333333333333,3.36666666666667,3.60833333333333,0.241666666666667,10.6200857940006,123.963758389386,0.674431233370703,0.218211546855565,3.36666666666667,3.52458432060769,3.35073529411765,3.40224609375,3.3591796875,3.57451171875,0.21533203125,0.25,3.57451171875,3.3591796875,-1.7903714215237
"diastema","Dd_AguaBuena_02.wav",7,0.118186097399999,3.54265056867038,0.396956457034892,3.38135593220339,3.34745762711864,3.66101694915254,0.313559322033898,10.3421395573765,121.575707487942,0.72924209066485,0.250453830033586,3.34745762711864,3.54265056867038,0.0169355038668162,3.341953125,3.31611328125,3.40224609375,0.0861328124999998,0.375,3.40224609375,3.3591796875,-0.364394858595274
"diastema","Dd_AguaBuena_02.wav",11,0.120635080199996,3.52095400051285,0.387814654103702,3.39612188365651,3.3213296398892,3.64542936288089,0.324099722991689,10.0060371497975,117.663644144815,0.752851113746676,0.259866249757401,3.3213296398892,3.52095400051285,0.0248684210526316,3.3591796875,3.31611328125,3.5314453125,0.21533203125,0.25,3.5314453125,3.31611328125,-1.78498684539364
"diastema","Dd_AguaBuena_02.wav",12,0.120272267899999,3.52484224449894,0.392801557258696,3.35833333333333,3.325,3.64166666666667,0.316666666666667,10.3144232630383,120.772717981941,0.726493767469123,0.240590533104302,3.325,3.52484224449894,3.3091628959276,3.31611328125,3.31611328125,3.31611328125,0,0,3.31611328125,3.31611328125,0
"diastema","Dd_AguaBuena_02.wav",13,0.124807421300005,3.51390998329693,0.380674173052691,3.3475935828877,3.32352941176471,3.62032085561497,0.296791443850267,9.65760837661894,108.130237459364,0.722071249346058,0.222004409958348,3.32352941176471,3.51390998329693,3.30910247093023,3.31611328125,3.31611328125,3.31611328125,0,0,3.31611328125,3.31611328125,0
"diastema","Dd_AguaBuena_03.wav",2,0.1200002775,3.44220464657984,0.436441797954671,3.31197771587744,3.28690807799443,3.47075208913649,0.183844011142061,8.39276425033736,79.769818906442,0.715315957504059,0.270978333172786,3.30362116991643,3.44220464657984,0.0333585858585859,3.29888671875,3.273046875,3.3591796875,0.0861328125000003,0.500000000000001,3.3591796875,3.273046875,-0.717771777652767
"diastema","Dd_AguaBuena_03.wav",4,0.1210887153,3.42527165009334,0.428473923281659,3.30110497237569,3.28453038674033,3.45027624309392,0.165745856353591,8.7265632036703,84.6448876258865,0.693445694612573,0.270181918346307,3.29281767955801,3.42527165009334,3.27279228666869,3.29888671875,3.273046875,3.40224609375,0.12919921875,0.25,3.40224609375,3.273046875,-1.06697984556122
"diastema","Dd_AguaBuena_03.wav",5,0.119456058500001,3.52051525837348,0.529666738657765,3.28212290502793,3.21508379888268,3.67597765363128,0.460893854748603,7.38478144200724,63.546496977334,0.785637749998184,0.343589095545417,3.22346368715084,3.52051525837348,3.15838130974298,3.22998046875,3.14384765625,3.48837890625,0.34453125,0.25,3.48837890625,3.14384765625,-2.88416723543576
"diastema","Dd_AguaBuena_03.wav",6,0.111202071200001,3.49233985771672,0.525384026926753,3.27927927927928,3.26126126126126,3.55855855855856,0.297297297297298,9.48482740949961,101.86233198768,0.744578122606852,0.307995396266154,3.27027027027027,3.49233985771672,3.25534257748776,3.31611328125,3.22998046875,3.48837890625,0.2583984375,0.388888888888889,3.48837890625,3.273046875,-1.93640306269761
"diastema","Dd_AguaBuena_03.wav",8,0.126984420500001,3.41307110089556,0.444133719905396,3.27105263157895,3.25526315789474,3.40526315789474,0.15,9.4743716429968,98.4602697608176,0.664816389994234,0.242061892481391,3.27105263157895,3.41307110089556,3.205125,3.28166015625,3.22998046875,3.40224609375,0.172265625,0.3125,3.40224609375,3.273046875,-1.01744149590381
"diastema","Dd_AguaBuena_03.wav",9,0.1296148121,3.41242560970954,0.448829634274345,3.26030927835052,3.25257731958763,3.39948453608247,0.146907216494845,9.90635402950765,109.242032016521,0.664862877618146,0.238553262738425,3.26030927835052,3.41242560970954,3.25037083720606,3.273046875,3.22998046875,3.3591796875,0.12919921875,0.333333333333333,3.3591796875,3.273046875,-0.664529085098295
"diastema","Dd_AguaBuena_03.wav",10,0.133061532100001,3.40701901854437,0.404568805404755,3.26633165829146,3.24371859296482,3.46984924623116,0.226130653266332,8.74956792319891,91.4173463883539,0.712363318047924,0.240664542590799,3.26633165829146,3.40701901854437,3.18115916976768,3.2558203125,3.22998046875,3.31611328125,0.0861328125000003,0.374999999999999,3.31611328125,3.273046875,-0.323657826347845
"diastema","Dd_AguaBuena_03.wav",11,0.1486624753,3.44204524480415,0.440860882701115,3.26741573033708,3.24719101123595,3.55730337078652,0.310112359550562,10.1487862781134,120.684697065959,0.749106658071382,0.279485468779909,3.26067415730337,3.44204524480415,3.1298100267621,3.2443359375,3.14384765625,3.3591796875,0.21533203125,0.28,3.3591796875,3.14384765625,-1.4484625714422
"diastema","Dd_AguaBuena_04.wav",1,0.131428814800003,3.57535431034235,0.462043984614864,3.34010152284264,3.28680203045685,3.72081218274112,0.434010152284264,7.54020143272322,69.2124696067757,0.783931207836718,0.273352183691476,3.28680203045685,3.57535431034235,0.0380697877202478,3.2838134765625,3.273046875,3.31611328125,0.0430664062500004,0.333333333333333,3.273046875,3.31611328125,0.327678571213893
"diastema","Dd_AguaBuena_04.wav",2,0.125714518500001,3.53906719613488,0.440516253122153,3.31299734748011,3.28116710875332,3.6790450928382,0.39787798408488,8.91993405557244,92.0746197758491,0.752993833845679,0.246425409086917,3.28912466843501,3.53906719613488,3.22954545454545,3.2838134765625,3.273046875,3.31611328125,0.0430664062500004,0.333333333333333,3.273046875,3.31611328125,0.34257305173547
"diastema","Dd_AguaBuena_04.wav",3,0.123174831300002,3.52189153966927,0.426982015747971,3.30894308943089,3.28455284552846,3.65853658536585,0.373983739837398,8.53182248679286,84.808392097846,0.738441250672641,0.224314138728307,3.29268292682927,3.52189153966927,0.0162371134020619,3.2838134765625,3.273046875,3.31611328125,0.0430664062500004,0.333333333333333,3.273046875,3.31611328125,0.349636413506496
"diastema","Dd_AguaBuena_04.wav",4,0.121451472099999,3.54640930745722,0.440102535561182,3.31868131868132,3.29395604395604,3.67307692307692,0.379120879120879,9.14097632068969,96.3360297419789,0.745007935365268,0.240430059677392,3.3021978021978,3.54640930745722,3.23004845424908,3.0146484375,1.93798828125,3.31611328125,1.378125,0.25,1.93798828125,3.31611328125,11.347124708915
"diastema","Dd_AguaBuena_05.2.wav",1,0.1181863453,3.76228558919062,0.226445649338722,3.74576271186441,3.72881355932203,3.83898305084746,0.110169491525424,7.62242258596068,66.4341203520611,0.661786339036155,0.10743559272548,3.73728813559322,3.76228558919062,3.72581085069957,3.768310546875,3.7037109375,3.8759765625,0.172265625,0.5,3.8759765625,3.78984375,-0.728788188528576
"diastema","Dd_AguaBuena_05.2.wav",2,0.1242634636,3.7556405541968,0.237315680173816,3.75,3.71774193548387,3.82258064516129,0.104838709677419,6.09465328611456,41.6928788984792,0.677775351830515,0.118300192675795,3.74193548387097,3.7556405541968,3.70182481751825,3.74677734375,3.7037109375,3.78984375,0.0861328125000003,0.375000000000001,3.78984375,3.74677734375,-0.346573361166153
"diastema","Dd_AguaBuena_05.2.wav",3,0.1126534466,3.74581315839741,0.251897342187441,3.71810089020771,3.70029673590504,3.85163204747774,0.1513353115727,7.06958393822411,60.7262270273353,0.705985048133926,0.137634297964695,3.70919881305638,3.74581315839741,3.69275362318841,3.74677734375,3.7037109375,3.83291015625,0.12919921875,0.444444444444445,3.83291015625,3.74677734375,-0.764582133077849
"diastema","Dd_AguaBuena_05.2.wav",4,0.117732828999999,3.73199049194019,0.240617751510612,3.71671388101983,3.69121813031161,3.8356940509915,0.144475920679886,7.9408396718102,75.6123444156464,0.689208319146064,0.127436508175428,3.70821529745043,3.73199049194019,3.69481895223421,3.72955078125,3.7037109375,3.83291015625,0.12919921875,0.25,3.83291015625,3.7037109375,-1.09739330862423
